Date,Short_Sector,Group,Value
1973-07-01,Mining,Mining,301
1973-07-01,Manufacturing Total,Manufacturing,58.5
1973-08-01,Mining,Mining,292.3
1973-08-01,Manufacturing Total,Manufacturing,58.5
1973-09-01,Mining,Mining,291.3
1973-09-01,Manufacturing Total,Manufacturing,58.3
1973-10-01,Mining,Mining,279.5
1973-10-01,Manufacturing Total,Manufacturing,58.7
1973-11-01,Mining,Mining,241.6
1973-11-01,Manufacturing Total,Manufacturing,58.6
1973-12-01,Mining,Mining,218.4
1973-12-01,Manufacturing Total,Manufacturing,58.5
1974-01-01,Mining,Mining,196.5
1974-01-01,Manufacturing Total,Manufacturing,54.5
1974-02-01,Mining,Mining,95.7
1974-02-01,Manufacturing Total,Manufacturing,55.5
1974-03-01,Mining,Mining,150.2
1974-03-01,Manufacturing Total,Manufacturing,56.8
1974-04-01,Mining,Mining,259.9
1974-04-01,Manufacturing Total,Manufacturing,58.8
1974-05-01,Mining,Mining,272.9
1974-05-01,Manufacturing Total,Manufacturing,59.3
1974-06-01,Mining,Mining,276.5
1974-06-01,Manufacturing Total,Manufacturing,59.5
1974-07-01,Mining,Mining,283.1
1974-07-01,Manufacturing Total,Manufacturing,58.9
1974-08-01,Mining,Mining,278.5
1974-08-01,Manufacturing Total,Manufacturing,59.3
1974-09-01,Mining,Mining,276
1974-09-01,Manufacturing Total,Manufacturing,58
1974-10-01,Mining,Mining,274.4
1974-10-01,Manufacturing Total,Manufacturing,56.4
1974-11-01,Mining,Mining,273.7
1974-11-01,Manufacturing Total,Manufacturing,56.5
1974-12-01,Mining,Mining,275.2
1974-12-01,Manufacturing Total,Manufacturing,55.9
1975-01-01,Mining,Mining,275.5
1975-01-01,Manufacturing Total,Manufacturing,56.7
1975-02-01,Mining,Mining,277.7
1975-02-01,Manufacturing Total,Manufacturing,56.1
1975-03-01,Mining,Mining,279.2
1975-03-01,Manufacturing Total,Manufacturing,54.6
1975-04-01,Mining,Mining,278.7
1975-04-01,Manufacturing Total,Manufacturing,53.5
1975-05-01,Mining,Mining,273.7
1975-05-01,Manufacturing Total,Manufacturing,52.5
1975-06-01,Mining,Mining,271.6
1975-06-01,Manufacturing Total,Manufacturing,53.1
1975-07-01,Mining,Mining,271.4
1975-07-01,Manufacturing Total,Manufacturing,52.4
1975-08-01,Mining,Mining,269.6
1975-08-01,Manufacturing Total,Manufacturing,51.8
1975-09-01,Mining,Mining,272.4
1975-09-01,Manufacturing Total,Manufacturing,52.5
1975-10-01,Mining,Mining,276.2
1975-10-01,Manufacturing Total,Manufacturing,53.1
1975-11-01,Mining,Mining,273.2
1975-11-01,Manufacturing Total,Manufacturing,53
1975-12-01,Mining,Mining,270.1
1975-12-01,Manufacturing Total,Manufacturing,52.7
1976-01-01,Mining,Mining,271.9
1976-01-01,Manufacturing Total,Manufacturing,53.4
1976-02-01,Mining,Mining,261
1976-02-01,Manufacturing Total,Manufacturing,53.5
1976-03-01,Mining,Mining,253.9
1976-03-01,Manufacturing Total,Manufacturing,53.8
1976-04-01,Mining,Mining,259.4
1976-04-01,Manufacturing Total,Manufacturing,54.2
1976-05-01,Mining,Mining,260.7
1976-05-01,Manufacturing Total,Manufacturing,55.2
1976-06-01,Mining,Mining,259.2
1976-06-01,Manufacturing Total,Manufacturing,53.7
1976-07-01,Mining,Mining,256.9
1976-07-01,Manufacturing Total,Manufacturing,54.3
1976-08-01,Mining,Mining,255.8
1976-08-01,Manufacturing Total,Manufacturing,53.9
1976-09-01,Mining,Mining,248.2
1976-09-01,Manufacturing Total,Manufacturing,54.6
1976-10-01,Mining,Mining,252.1
1976-10-01,Manufacturing Total,Manufacturing,55.7
1976-11-01,Mining,Mining,254.8
1976-11-01,Manufacturing Total,Manufacturing,55.9
1976-12-01,Mining,Mining,255
1976-12-01,Manufacturing Total,Manufacturing,55.8
1977-01-01,Mining,Mining,255.8
1977-01-01,Manufacturing Total,Manufacturing,57
1977-02-01,Mining,Mining,254.8
1977-02-01,Manufacturing Total,Manufacturing,56.4
1977-03-01,Mining,Mining,253.1
1977-03-01,Manufacturing Total,Manufacturing,56.4
1977-04-01,Mining,Mining,253.6
1977-04-01,Manufacturing Total,Manufacturing,55.4
1977-05-01,Mining,Mining,252.8
1977-05-01,Manufacturing Total,Manufacturing,56.9
1977-06-01,Mining,Mining,250.5
1977-06-01,Manufacturing Total,Manufacturing,54
1977-07-01,Mining,Mining,250.5
1977-07-01,Manufacturing Total,Manufacturing,54.9
1977-08-01,Mining,Mining,249
1977-08-01,Manufacturing Total,Manufacturing,55.1
1977-09-01,Mining,Mining,247.7
1977-09-01,Manufacturing Total,Manufacturing,55.1
1977-10-01,Mining,Mining,246.4
1977-10-01,Manufacturing Total,Manufacturing,55.2
1977-11-01,Mining,Mining,243.1
1977-11-01,Manufacturing Total,Manufacturing,54.6
1977-12-01,Mining,Mining,246.9
1977-12-01,Manufacturing Total,Manufacturing,55.7
1978-01-01,Mining,Mining,226.6
1978-01-01,Manufacturing Total,Manufacturing,55.5
1978-02-01,Mining,Mining,232.7
1978-02-01,Manufacturing Total,Manufacturing,55
1978-03-01,Mining,Mining,229.9
1978-03-01,Manufacturing Total,Manufacturing,54.8
1978-04-01,Mining,Mining,244.2
1978-04-01,Manufacturing Total,Manufacturing,57.9
1978-05-01,Mining,Mining,244.2
1978-05-01,Manufacturing Total,Manufacturing,55.5
1978-06-01,Mining,Mining,247.7
1978-06-01,Manufacturing Total,Manufacturing,55.4
1978-07-01,Mining,Mining,253.1
1978-07-01,Manufacturing Total,Manufacturing,56.2
1978-08-01,Mining,Mining,259.4
1978-08-01,Manufacturing Total,Manufacturing,56.6
1978-09-01,Mining,Mining,256.6
1978-09-01,Manufacturing Total,Manufacturing,56.7
1978-10-01,Mining,Mining,263.5
1978-10-01,Manufacturing Total,Manufacturing,55
1978-11-01,Mining,Mining,273.7
1978-11-01,Manufacturing Total,Manufacturing,55.2
1978-12-01,Mining,Mining,279.8
1978-12-01,Manufacturing Total,Manufacturing,56.7
1979-01-01,Mining,Mining,281
1979-01-01,Manufacturing Total,Manufacturing,51.2
1979-02-01,Mining,Mining,284.7
1979-02-01,Manufacturing Total,Manufacturing,56
1979-03-01,Mining,Mining,279.2
1979-03-01,Manufacturing Total,Manufacturing,57.2
1979-04-01,Mining,Mining,292.8
1979-04-01,Manufacturing Total,Manufacturing,56.5
1979-05-01,Mining,Mining,301.1
1979-05-01,Manufacturing Total,Manufacturing,57.1
1979-06-01,Mining,Mining,310.3
1979-06-01,Manufacturing Total,Manufacturing,58.1
1979-07-01,Mining,Mining,316.5
1979-07-01,Manufacturing Total,Manufacturing,57
1979-08-01,Mining,Mining,315.5
1979-08-01,Manufacturing Total,Manufacturing,54.4
1979-09-01,Mining,Mining,321.8
1979-09-01,Manufacturing Total,Manufacturing,54
1979-10-01,Mining,Mining,313.4
1979-10-01,Manufacturing Total,Manufacturing,54.8
1979-11-01,Mining,Mining,305.8
1979-11-01,Manufacturing Total,Manufacturing,55.9
1979-12-01,Mining,Mining,301.4
1979-12-01,Manufacturing Total,Manufacturing,56.7
1980-01-01,Mining,Mining,308.3
1980-01-01,Manufacturing Total,Manufacturing,55.5
1980-02-01,Mining,Mining,309.8
1980-02-01,Manufacturing Total,Manufacturing,54.3
1980-03-01,Mining,Mining,308.1
1980-03-01,Manufacturing Total,Manufacturing,53.5
1980-04-01,Mining,Mining,290.5
1980-04-01,Manufacturing Total,Manufacturing,52.4
1980-05-01,Mining,Mining,303.7
1980-05-01,Manufacturing Total,Manufacturing,51.9
1980-06-01,Mining,Mining,308.9
1980-06-01,Manufacturing Total,Manufacturing,51.8
1980-07-01,Mining,Mining,307.3
1980-07-01,Manufacturing Total,Manufacturing,50.4
1980-08-01,Mining,Mining,300.7
1980-08-01,Manufacturing Total,Manufacturing,49.8
1980-09-01,Mining,Mining,299.9
1980-09-01,Manufacturing Total,Manufacturing,48.8
1980-10-01,Mining,Mining,306.3
1980-10-01,Manufacturing Total,Manufacturing,48
1980-11-01,Mining,Mining,313.9
1980-11-01,Manufacturing Total,Manufacturing,47.8
1980-12-01,Mining,Mining,318.7
1980-12-01,Manufacturing Total,Manufacturing,47.1
1981-01-01,Mining,Mining,316.2
1981-01-01,Manufacturing Total,Manufacturing,47.1
1981-02-01,Mining,Mining,311.1
1981-02-01,Manufacturing Total,Manufacturing,47.6
1981-03-01,Mining,Mining,317.4
1981-03-01,Manufacturing Total,Manufacturing,47.2
1981-04-01,Mining,Mining,317.7
1981-04-01,Manufacturing Total,Manufacturing,47.6
1981-05-01,Mining,Mining,312.6
1981-05-01,Manufacturing Total,Manufacturing,46.8
1981-06-01,Mining,Mining,320.3
1981-06-01,Manufacturing Total,Manufacturing,47.8
1981-07-01,Mining,Mining,316.2
1981-07-01,Manufacturing Total,Manufacturing,48.1
1981-08-01,Mining,Mining,323.9
1981-08-01,Manufacturing Total,Manufacturing,48.2
1981-09-01,Mining,Mining,325.8
1981-09-01,Manufacturing Total,Manufacturing,48.4
1981-10-01,Mining,Mining,330.2
1981-10-01,Manufacturing Total,Manufacturing,48.8
1981-11-01,Mining,Mining,327.9
1981-11-01,Manufacturing Total,Manufacturing,48.5
1981-12-01,Mining,Mining,319.7
1981-12-01,Manufacturing Total,Manufacturing,47.3
1982-01-01,Mining,Mining,321
1982-01-01,Manufacturing Total,Manufacturing,47.5
1982-02-01,Mining,Mining,319.2
1982-02-01,Manufacturing Total,Manufacturing,48.6
1982-03-01,Mining,Mining,327.6
1982-03-01,Manufacturing Total,Manufacturing,48.1
1982-04-01,Mining,Mining,341.9
1982-04-01,Manufacturing Total,Manufacturing,48.2
1982-05-01,Mining,Mining,344.7
1982-05-01,Manufacturing Total,Manufacturing,48.8
1982-06-01,Mining,Mining,350
1982-06-01,Manufacturing Total,Manufacturing,47.4
1982-07-01,Mining,Mining,352.3
1982-07-01,Manufacturing Total,Manufacturing,47.4
1982-08-01,Mining,Mining,359.2
1982-08-01,Manufacturing Total,Manufacturing,47.6
1982-09-01,Mining,Mining,356.4
1982-09-01,Manufacturing Total,Manufacturing,47.7
1982-10-01,Mining,Mining,348
1982-10-01,Manufacturing Total,Manufacturing,47.4
1982-11-01,Mining,Mining,339.6
1982-11-01,Manufacturing Total,Manufacturing,46.9
1982-12-01,Mining,Mining,353.9
1982-12-01,Manufacturing Total,Manufacturing,47.1
1983-01-01,Mining,Mining,325.3
1983-01-01,Manufacturing Total,Manufacturing,48.5
1983-02-01,Mining,Mining,341.4
1983-02-01,Manufacturing Total,Manufacturing,48.3
1983-03-01,Mining,Mining,337.3
1983-03-01,Manufacturing Total,Manufacturing,47.8
1983-04-01,Mining,Mining,335.3
1983-04-01,Manufacturing Total,Manufacturing,48.2
1983-05-01,Mining,Mining,342.4
1983-05-01,Manufacturing Total,Manufacturing,48.8
1983-06-01,Mining,Mining,338.1
1983-06-01,Manufacturing Total,Manufacturing,48
1983-07-01,Mining,Mining,349.5
1983-07-01,Manufacturing Total,Manufacturing,49.1
1983-08-01,Mining,Mining,359.2
1983-08-01,Manufacturing Total,Manufacturing,48.8
1983-09-01,Mining,Mining,357.9
1983-09-01,Manufacturing Total,Manufacturing,48.8
1983-10-01,Mining,Mining,350.8
1983-10-01,Manufacturing Total,Manufacturing,49.7
1983-11-01,Mining,Mining,356.9
1983-11-01,Manufacturing Total,Manufacturing,49.5
1983-12-01,Mining,Mining,355.9
1983-12-01,Manufacturing Total,Manufacturing,49.7
1984-01-01,Mining,Mining,356.6
1984-01-01,Manufacturing Total,Manufacturing,50.6
1984-02-01,Mining,Mining,353.4
1984-02-01,Manufacturing Total,Manufacturing,50.2
1984-03-01,Mining,Mining,325.1
1984-03-01,Manufacturing Total,Manufacturing,50.5
1984-04-01,Mining,Mining,310.8
1984-04-01,Manufacturing Total,Manufacturing,50.5
1984-05-01,Mining,Mining,310.6
1984-05-01,Manufacturing Total,Manufacturing,50.3
1984-06-01,Mining,Mining,324.8
1984-06-01,Manufacturing Total,Manufacturing,50.2
1984-07-01,Mining,Mining,313.4
1984-07-01,Manufacturing Total,Manufacturing,50.4
1984-08-01,Mining,Mining,302.7
1984-08-01,Manufacturing Total,Manufacturing,50.8
1984-09-01,Mining,Mining,319
1984-09-01,Manufacturing Total,Manufacturing,51
1984-10-01,Mining,Mining,328.9
1984-10-01,Manufacturing Total,Manufacturing,50.6
1984-11-01,Mining,Mining,328.1
1984-11-01,Manufacturing Total,Manufacturing,50.5
1984-12-01,Mining,Mining,331
1984-12-01,Manufacturing Total,Manufacturing,51.2
1985-01-01,Mining,Mining,342.4
1985-01-01,Manufacturing Total,Manufacturing,51.7
1985-02-01,Mining,Mining,332.9
1985-02-01,Manufacturing Total,Manufacturing,52.1
1985-03-01,Mining,Mining,342.1
1985-03-01,Manufacturing Total,Manufacturing,53
1985-04-01,Mining,Mining,361.8
1985-04-01,Manufacturing Total,Manufacturing,51.9
1985-05-01,Mining,Mining,365.5
1985-05-01,Manufacturing Total,Manufacturing,52.1
1985-06-01,Mining,Mining,366.6
1985-06-01,Manufacturing Total,Manufacturing,53.6
1985-07-01,Mining,Mining,354.1
1985-07-01,Manufacturing Total,Manufacturing,51.4
1985-08-01,Mining,Mining,345
1985-08-01,Manufacturing Total,Manufacturing,52.2
1985-09-01,Mining,Mining,378.9
1985-09-01,Manufacturing Total,Manufacturing,52.2
1985-10-01,Mining,Mining,378.6
1985-10-01,Manufacturing Total,Manufacturing,51.1
1985-11-01,Mining,Mining,377.1
1985-11-01,Manufacturing Total,Manufacturing,51.5
1985-12-01,Mining,Mining,347
1985-12-01,Manufacturing Total,Manufacturing,51.2
1986-01-01,Mining,Mining,305.2
1986-01-01,Manufacturing Total,Manufacturing,52.3
1986-02-01,Mining,Mining,319.7
1986-02-01,Manufacturing Total,Manufacturing,52.1
1986-03-01,Mining,Mining,348.7
1986-03-01,Manufacturing Total,Manufacturing,52.2
1986-04-01,Mining,Mining,372.4
1986-04-01,Manufacturing Total,Manufacturing,52.2
1986-05-01,Mining,Mining,366.3
1986-05-01,Manufacturing Total,Manufacturing,51.7
1986-06-01,Mining,Mining,380
1986-06-01,Manufacturing Total,Manufacturing,52.2
1986-07-01,Mining,Mining,375.8
1986-07-01,Manufacturing Total,Manufacturing,52
1986-08-01,Mining,Mining,365.5
1986-08-01,Manufacturing Total,Manufacturing,52
1986-09-01,Mining,Mining,381.8
1986-09-01,Manufacturing Total,Manufacturing,53
1986-10-01,Mining,Mining,362.6
1986-10-01,Manufacturing Total,Manufacturing,54.1
1986-11-01,Mining,Mining,351.8
1986-11-01,Manufacturing Total,Manufacturing,54
1986-12-01,Mining,Mining,356.9
1986-12-01,Manufacturing Total,Manufacturing,54.2
1987-01-01,Mining,Mining,335
1987-01-01,Manufacturing Total,Manufacturing,53.1
1987-02-01,Mining,Mining,368.9
1987-02-01,Manufacturing Total,Manufacturing,54.5
1987-03-01,Mining,Mining,358.2
1987-03-01,Manufacturing Total,Manufacturing,54.2
1987-04-01,Mining,Mining,345.7
1987-04-01,Manufacturing Total,Manufacturing,54.4
1987-05-01,Mining,Mining,406.6
1987-05-01,Manufacturing Total,Manufacturing,54.1
1987-06-01,Mining,Mining,345
1987-06-01,Manufacturing Total,Manufacturing,54.9
1987-07-01,Mining,Mining,380.6
1987-07-01,Manufacturing Total,Manufacturing,55.6
1987-08-01,Mining,Mining,367.1
1987-08-01,Manufacturing Total,Manufacturing,55.7
1987-09-01,Mining,Mining,348
1987-09-01,Manufacturing Total,Manufacturing,55.8
1987-10-01,Mining,Mining,340.8
1987-10-01,Manufacturing Total,Manufacturing,56.6
1987-11-01,Mining,Mining,343.7
1987-11-01,Manufacturing Total,Manufacturing,56.6
1987-12-01,Mining,Mining,350.5
1987-12-01,Manufacturing Total,Manufacturing,57
1988-01-01,Mining,Mining,350.5
1988-01-01,Manufacturing Total,Manufacturing,57.9
1988-02-01,Mining,Mining,327.6
1988-02-01,Manufacturing Total,Manufacturing,57.5
1988-03-01,Mining,Mining,329.7
1988-03-01,Manufacturing Total,Manufacturing,58.4
1988-04-01,Mining,Mining,332.4
1988-04-01,Manufacturing Total,Manufacturing,57.8
1988-05-01,Mining,Mining,341.4
1988-05-01,Manufacturing Total,Manufacturing,58.6
1988-06-01,Mining,Mining,341.4
1988-06-01,Manufacturing Total,Manufacturing,58.6
1988-07-01,Mining,Mining,316.5
1988-07-01,Manufacturing Total,Manufacturing,59.4
1988-08-01,Mining,Mining,314.2
1988-08-01,Manufacturing Total,Manufacturing,60.3
1988-09-01,Mining,Mining,332.3
1988-09-01,Manufacturing Total,Manufacturing,60.4
1988-10-01,Mining,Mining,309.5
1988-10-01,Manufacturing Total,Manufacturing,60.4
1988-11-01,Mining,Mining,305.2
1988-11-01,Manufacturing Total,Manufacturing,60.9
1988-12-01,Mining,Mining,325.6
1988-12-01,Manufacturing Total,Manufacturing,60.6
1989-01-01,Mining,Mining,289.7
1989-01-01,Manufacturing Total,Manufacturing,61.8
1989-02-01,Mining,Mining,297.6
1989-02-01,Manufacturing Total,Manufacturing,61.8
1989-03-01,Mining,Mining,281.3
1989-03-01,Manufacturing Total,Manufacturing,61.1
1989-04-01,Mining,Mining,286.1
1989-04-01,Manufacturing Total,Manufacturing,62
1989-05-01,Mining,Mining,253.3
1989-05-01,Manufacturing Total,Manufacturing,61.7
1989-06-01,Mining,Mining,275
1989-06-01,Manufacturing Total,Manufacturing,60.9
1989-07-01,Mining,Mining,274.4
1989-07-01,Manufacturing Total,Manufacturing,61.2
1989-08-01,Mining,Mining,310.3
1989-08-01,Manufacturing Total,Manufacturing,61.8
1989-09-01,Mining,Mining,299.2
1989-09-01,Manufacturing Total,Manufacturing,61.8
1989-10-01,Mining,Mining,297.3
1989-10-01,Manufacturing Total,Manufacturing,61.5
1989-11-01,Mining,Mining,307.8
1989-11-01,Manufacturing Total,Manufacturing,61.8
1989-12-01,Mining,Mining,298.9
1989-12-01,Manufacturing Total,Manufacturing,61.9
1990-01-01,Mining,Mining,284.9
1990-01-01,Manufacturing Total,Manufacturing,61.7
1990-02-01,Mining,Mining,273.2
1990-02-01,Manufacturing Total,Manufacturing,61.4
1990-03-01,Mining,Mining,280.3
1990-03-01,Manufacturing Total,Manufacturing,62.3
1990-04-01,Mining,Mining,287.1
1990-04-01,Manufacturing Total,Manufacturing,62.1
1990-05-01,Mining,Mining,281.8
1990-05-01,Manufacturing Total,Manufacturing,62.2
1990-06-01,Mining,Mining,310.8
1990-06-01,Manufacturing Total,Manufacturing,62.1
1990-07-01,Mining,Mining,266
1990-07-01,Manufacturing Total,Manufacturing,61.5
1990-08-01,Mining,Mining,264
1990-08-01,Manufacturing Total,Manufacturing,61.8
1990-09-01,Mining,Mining,266.3
1990-09-01,Manufacturing Total,Manufacturing,61.1
1990-10-01,Mining,Mining,273.9
1990-10-01,Manufacturing Total,Manufacturing,61
1990-11-01,Mining,Mining,268.1
1990-11-01,Manufacturing Total,Manufacturing,60.6
1990-12-01,Mining,Mining,260.7
1990-12-01,Manufacturing Total,Manufacturing,60.3
1991-01-01,Mining,Mining,258.9
1991-01-01,Manufacturing Total,Manufacturing,60.4
1991-02-01,Mining,Mining,285.8
1991-02-01,Manufacturing Total,Manufacturing,59.1
1991-03-01,Mining,Mining,295
1991-03-01,Manufacturing Total,Manufacturing,58.8
1991-04-01,Mining,Mining,260.2
1991-04-01,Manufacturing Total,Manufacturing,58.4
1991-05-01,Mining,Mining,267.6
1991-05-01,Manufacturing Total,Manufacturing,58.7
1991-06-01,Mining,Mining,306
1991-06-01,Manufacturing Total,Manufacturing,58
1991-07-01,Mining,Mining,299.9
1991-07-01,Manufacturing Total,Manufacturing,58
1991-08-01,Mining,Mining,292.8
1991-08-01,Manufacturing Total,Manufacturing,57.5
1991-09-01,Mining,Mining,296.6
1991-09-01,Manufacturing Total,Manufacturing,57.7
1991-10-01,Mining,Mining,304.2
1991-10-01,Manufacturing Total,Manufacturing,58
1991-11-01,Mining,Mining,299.9
1991-11-01,Manufacturing Total,Manufacturing,58.3
1991-12-01,Mining,Mining,301.4
1991-12-01,Manufacturing Total,Manufacturing,58.1
1992-01-01,Mining,Mining,301.6
1992-01-01,Manufacturing Total,Manufacturing,58.1
1992-02-01,Mining,Mining,299.7
1992-02-01,Manufacturing Total,Manufacturing,58.4
1992-03-01,Mining,Mining,286.9
1992-03-01,Manufacturing Total,Manufacturing,58.5
1992-04-01,Mining,Mining,298.1
1992-04-01,Manufacturing Total,Manufacturing,58.6
1992-05-01,Mining,Mining,283.9
1992-05-01,Manufacturing Total,Manufacturing,57.6
1992-06-01,Mining,Mining,272.4
1992-06-01,Manufacturing Total,Manufacturing,58.8
1992-07-01,Mining,Mining,282.6
1992-07-01,Manufacturing Total,Manufacturing,58.8
1992-08-01,Mining,Mining,297.9
1992-08-01,Manufacturing Total,Manufacturing,58.4
1992-09-01,Mining,Mining,309.8
1992-09-01,Manufacturing Total,Manufacturing,58.5
1992-10-01,Mining,Mining,319
1992-10-01,Manufacturing Total,Manufacturing,58.7
1992-11-01,Mining,Mining,307
1992-11-01,Manufacturing Total,Manufacturing,58.2
1992-12-01,Mining,Mining,309.5
1992-12-01,Manufacturing Total,Manufacturing,58.2
1993-01-01,Mining,Mining,293.7
1993-01-01,Manufacturing Total,Manufacturing,58.8
1993-02-01,Mining,Mining,310
1993-02-01,Manufacturing Total,Manufacturing,59.6
1993-03-01,Mining,Mining,288.2
1993-03-01,Manufacturing Total,Manufacturing,59.3
1993-04-01,Mining,Mining,287.4
1993-04-01,Manufacturing Total,Manufacturing,59.4
1993-05-01,Mining,Mining,299.9
1993-05-01,Manufacturing Total,Manufacturing,59.4
1993-06-01,Mining,Mining,316.2
1993-06-01,Manufacturing Total,Manufacturing,58.6
1993-07-01,Mining,Mining,323.1
1993-07-01,Manufacturing Total,Manufacturing,59.2
1993-08-01,Mining,Mining,327.1
1993-08-01,Manufacturing Total,Manufacturing,58.9
1993-09-01,Mining,Mining,322.6
1993-09-01,Manufacturing Total,Manufacturing,59.2
1993-10-01,Mining,Mining,338.6
1993-10-01,Manufacturing Total,Manufacturing,58.8
1993-11-01,Mining,Mining,351.3
1993-11-01,Manufacturing Total,Manufacturing,59.3
1993-12-01,Mining,Mining,349
1993-12-01,Manufacturing Total,Manufacturing,60
1994-01-01,Mining,Mining,353.6
1994-01-01,Manufacturing Total,Manufacturing,60.4
1994-02-01,Mining,Mining,355.2
1994-02-01,Manufacturing Total,Manufacturing,60.4
1994-03-01,Mining,Mining,356.4
1994-03-01,Manufacturing Total,Manufacturing,60.9
1994-04-01,Mining,Mining,370.2
1994-04-01,Manufacturing Total,Manufacturing,61.4
1994-05-01,Mining,Mining,371
1994-05-01,Manufacturing Total,Manufacturing,62.2
1994-06-01,Mining,Mining,369.2
1994-06-01,Manufacturing Total,Manufacturing,61.6
1994-07-01,Mining,Mining,361
1994-07-01,Manufacturing Total,Manufacturing,62.1
